ID_Geo;ID_Yac;Fase;Corte;Nivel;UE;Cuadro;Capa;Muestra.Botanico;Nivel2;Fase2;Shape;Symmetry;Form;Retouch;Direction;Type;Nivel_Integridad
3950;Cocina;B2;1941;;;;3;;;;Tri;As;Cc;A;D;TriAsCcAD;
3951;Cocina;B2;1941;;;;3;;;;Tri;As;Cc;A;D;TriAsCcAD;
3952;Cocina;B2;1941;;;;3;;;;Tra;As;Cc;A;D;TraAsCcAD;
3953;Cocina;B2;1941;;;;3;;;;Tra;As;Cc;A;D;TraAsCcAD;
3954;Cocina;B2;1941;;;;3;;;;Tra;As;RCc;A;D;TraAsRCcAD;
3955;Cocina;B2;1941;;;;3;;;;Tra;As;RCc;A;D;TraAsRCcAD;
3956;Cocina;B2;1941;;;;3;;;;Tra;As;Cc;A;D;TraAsCcAD;
3957;Cocina;B2;1941;;;;3;;;;Tri;As;Cc;A;D;TriAsCcAD;
3958;Cocina;B2;1941;;;;3;;;;Tri;As;Cc;A;D;TriAsCcAD;
3959;Cocina;B2;1941;;;;3;;;;Tri;As;Cc;A;D;TriAsCcAD;
3960;Cocina;B2;1941;;;;3;;;;Tri;As;Cc;A;D;TriAsCcAD;
3961;Cocina;B2;1941;;;;3;;;;Tri;As;RCc;A;D;TriAsRCcAD;
3962;Cocina;B2;1941;;;;3;;;;Tri;As;Cv;A;D;TriAsCvAD;
3963;Cocina;B2;1941;;;;3;;;;Tri;As;Cc;A;D;TriAsCcAD;
3964;Cocina;B2;1941;;;;3;;;;Tri;As;Cc;A;D;TriAsCcAD;
3965;Cocina;B2;1941;;;;3;;;;Tri;As;Cc;A;D;TriAsCcAD;
3966;Cocina;B2;1941;;;;3;;;;Tri;As;Cc;A;D;TriAsCcAD;
3967;Cocina;B2;1941;;;;3;;;;Tra;As;Cc;A;D;TraAsCcAD;
3968;Cocina;B2;1941;;;;3;;;;Tra;As;Cc;A;D;TraAsCcAD;
3969;Cocina;B2;1941;;;;3;;;;Tra;As;Cc;A;D;TraAsCcAD;
3970;Cocina;B2;1941;;;;3;;;;Tra;As;RCc;A;D;TraAsRCcAD;
3971;Cocina;B2;1941;;;;3;;;;Tra;As;RCc;A;D;TraAsRCcAD;
3972;Cocina;B2;1941;;;;3;;;;Tra;As;RCc;A;D;TraAsRCcAD;
3973;Cocina;B2;1941;;;;3;;;;Tra;As;Cc;A;D;TraAsCcAD;
3974;Cocina;B2;1941;;;;3;;;;Tra;As;Cc;A;D;TraAsCcAD;
3975;Cocina;B2;1941;;;;3;;;;Tra;As;RCc;A;D;TraAsRCcAD;
3976;Cocina;B2;1941;;;;3;;;;Tra;As;Cc;A;D;TraAsCcAD;
3977;Cocina;B2;1941;;;;3;;;;Tra;As;Cc;A;D;TraAsCcAD;
3978;Cocina;B2;1941;;;;3;;;;Tri;As;Cv;A;D;TriAsCvAD;
3979;Cocina;B1;1945 EI;;;;9;;;;Tra;As;Cc;A;D;TraAsCcAD;
3980;Cocina;B1;1945 EI;;;;9;;;;Tra;As;RCc;A;D;TraAsRCcAD;
3981;Cocina;B1;1945 EI;;;;9;;;;Tra;As;Cc;A;D;TraAsCcAD;
3982;Cocina;B1;1945 EI;;;;9;;;;Tra;S;RCc;A;D;TraSRCcAD;
3983;Cocina;B1;1945 EI;;;;9;;;;Tra;S;Cc;A;D;TraSCcAD;
3984;Cocina;B1;1945 EI;;;;9;;;;Tra;As;RCc;A;D;TraAsRCcAD;
3985;Cocina;B1;1945 EI;;;;9;;;;Tra;S;Cc;A;D;TraSCcAD;
3986;Cocina;B1;1945 EI;;;;9;;;;Tra;As;RCc;A;D;TraAsRCcAD;
3987;Cocina;B1;1945 EI;;;;9;;;;Tri;As;Cv;A;D;TriAsCvAD;
3988;Cocina;B1;1945 EI;;;;9;;;;Tri;As;Cc;A;D;TriAsCcAD;
3989;Cocina;B1;1945 EI;;;;9;;;;Tri;As;Cv;A;D;TriAsCvAD;
3990;Cocina;B1;1945 EI;;;;9;;;;Tra;As;Cc;A;D;TraAsCcAD;
3991;Cocina;B1;1945 EI;;;;10;;;;Tra;As;RCc;A;D;TraAsRCcAD;
3992;Cocina;B1;1945 EI;;;;10;;;;Tra;As;RCc;A;D;TraAsRCcAD;
3993;Cocina;B1;1945 EI;;;;10;;;;Tri;As;Cc;A;D;TriAsCcAD;
3994;Cocina;B1;1945 EI;;;;10;;;;Tri;As;Cc;A;D;TriAsCcAD;
3995;Cocina;B1;1945 EI;;;;10;;;;Tra;As;RCc;A;D;TraAsRCcAD;
3996;Cocina;B1;1945 EI;;;;10;;;;Tra;As;Cc;A;D;TraAsCcAD;
3997;Cocina;B1;1945 EI;;;;10;;;;Tra;S;Cc;A;D;TraSCcAD;
3998;Cocina;B1;1945 EI;;;;10;;;;Tra;As;Cc;A;D;TraAsCcAD;
3999;Cocina;B1;1945 EI;;;;10;;;;Tra;As;Cc;A;D;TraAsCcAD;
4000;Cocina;B1;1945 EI;;;;10;;;;Tra;As;Cc;A;D;TraAsCcAD;
4001;Cocina;B1;1945 EI;;;;10;;;;Tra;As;Cc;A;D;TraAsCcAD;
4002;Cocina;B1;1945 EI;;;;10;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4003;Cocina;B1;1945 EI;;;;10;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4004;Cocina;B1;1945 EI;;;;10;;;;Tra;S;Cc;A;D;TraSCcAD;
4005;Cocina;B1;1945 EI;;;;10;;;;Tri;As;RCc;A;D;TriAsRCcAD;
4006;Cocina;B1;1945 EI;;;;10;;;;Tri;As;Cc;A;D;TriAsCcAD;
4007;Cocina;B1;1945 EI;;;;10;;;;Tra;As;Cc;A;D;TraAsCcAD;
4008;Cocina;B1;1945 EI;;;;10;;;;Tra;As;Cc;A;D;TraAsCcAD;
4009;Cocina;B1;1945 EI;;;;10;;;;Tri;As;Cv;A;D;TriAsCvAD;
4010;Cocina;B1;1941;;;;4;;;;Tra;As;Cv;A;D;TraAsCvAD;
4011;Cocina;B1;1941;;;;4;;;;Tra;As;Cc;A;D;TraAsCcAD;
4012;Cocina;B1;1941;;;;4;;;;Tra;As;Cc;A;D;TraAsCcAD;
4013;Cocina;B1;1941;;;;4;;;;Tra;As;Cv;A;D;TraAsCvAD;
4014;Cocina;B1;1941;;;;4;;;;Tra;As;Cc;A;D;TraAsCcAD;
4015;Cocina;B1;1941;;;;4;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4016;Cocina;B1;1941;;;;4;;;;Tra;As;Cc;A;D;TraAsCcAD;
4017;Cocina;B1;1941;;;;4;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4018;Cocina;B1;1941;;;;4;;;;Tra;As;Cc;A;D;TraAsCcAD;
4019;Cocina;B1;1941;;;;4;;;;Tra;As;Cc;A;D;TraAsCcAD;
4020;Cocina;B1;1941;;;;4;;;;Tri;As;Cv;A;D;TriAsCvAD;
4021;Cocina;B1;1941;;;;4;;;;Tri;As;Cv;A;D;TriAsCvAD;
4022;Cocina;B1;1941;;;;4;;;;Tri;As;Cc;A;D;TriAsCcAD;
4023;Cocina;B1;1941;;;;4;;;;Tri;As;Cc;A;D;TriAsCcAD;
4024;Cocina;B1;1941;;;;4;;;;Tri;As;Cc;A;D;TriAsCcAD;
4025;Cocina;B1;1941;;;;4;;;;Tri;As;RCc;A;D;TriAsRCcAD;
4026;Cocina;B1;1941;;;;4;;;;Tri;As;Cc;A;D;TriAsCcAD;
4027;Cocina;B1;1941;;;;4;;;;Tri;As;Cc;A;D;TriAsCcAD;
4028;Cocina;B1;1941;;;;4;;;;Tri;As;RCc;A;D;TriAsRCcAD;
4029;Cocina;B1;1941;;;;4;;;;Tri;As;Cc;A;D;TriAsCcAD;
4030;Cocina;B1;1941;;;;4;;;;Tri;As;Cc;A;D;TriAsCcAD;
4031;Cocina;B1;1941;;;;4;;;;Tri;As;Cc;A;D;TriAsCcAD;
4032;Cocina;B1;1941;;;;4;;;;Tri;As;Cc;A;D;TriAsCcAD;
4033;Cocina;B1;1941;;;;4;;;;Tri;As;Cc;A;D;TriAsCcAD;
4034;Cocina;B1;1941;;;;4;;;;Tri;As;RCc;A;D;TriAsRCcAD;
4035;Cocina;B1;1941;;;;4;;;;Tri;As;Cc;A;D;TriAsCcAD;
4036;Cocina;B1;1941;;;;4;;;;Tri;As;RCc;A;D;TriAsRCcAD;
4037;Cocina;B1;1941;;;;4;;;;Tri;As;Cc;A;D;TriAsCcAD;
4038;Cocina;B1;1941;;;;4;;;;Tra;As;Cv;A;D;TraAsCvAD;
4039;Cocina;B1;1941;;;;5;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4040;Cocina;B1;1941;;;;5;;;;Tra;As;Cc;A;D;TraAsCcAD;
4041;Cocina;B1;1941;;;;5;;;;Tri;As;Cc;A;D;TriAsCcAD;
4042;Cocina;B1;1941;;;;5;;;;Tra;As;Cc;A;D;TraAsCcAD;
4043;Cocina;B1;1941;;;;5;;;;Tri;As;RCc;A;D;TriAsRCcAD;
4044;Cocina;B1;1941;;;;5;;;;Tri;As;Cc;A;D;TriAsCcAD;
4045;Cocina;B1;1941;;;;5;;;;Tra;As;Cc;A;D;TraAsCcAD;
4046;Cocina;B1;1941;;;;5;;;;Tri;As;Cc;A;D;TriAsCcAD;
4047;Cocina;B1;1941;;;;5;;;;Tri;As;RCc;A;D;TriAsRCcAD;
4048;Cocina;B1;1941;;;;5;;;;Tri;As;Cc;A;D;TriAsCcAD;
4049;Cocina;B1;1941;;;;5;;;;Tra;As;Cv;A;D;TraAsCvAD;
4050;Cocina;B1;1941;;;;5;;;;Tra;As;Cc;A;D;TraAsCcAD;
4051;Cocina;B1;1941;;;;5;;;;Tri;As;Cc;A;D;TriAsCcAD;
4052;Cocina;B1;1941;;;;5;;;;Tra;As;Cc;A;D;TraAsCcAD;
4053;Cocina;B1;1941;;;;5;;;;Tra;As;R;A;D;TraAsRAD;
4054;Cocina;B1;1941;;;;5;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4055;Cocina;B1;1941;;;;5;;;;Tra;As;Cc;A;D;TraAsCcAD;
4056;Cocina;A2;1945;;;;11;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4057;Cocina;A2;1945;;;;11;;;;Tra;As;Cc;A;D;TraAsCcAD;
4058;Cocina;A2;1945;;;;11;;;;Tra;S;RCc;A;D;TraSRCcAD;
4059;Cocina;A2;1945;;;;11;;;;Tra;S;Cc;A;D;TraSCcAD;
4060;Cocina;A2;1945;;;;12;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4061;Cocina;A2;1945;;;;12;;;;Tra;As;Cc;A;D;TraAsCcAD;
4062;Cocina;A2;1945;;;;12;;;;Tra;As;R;A;D;TraAsRAD;
4063;Cocina;A2;1945;;;;12;;;;Tra;As;Cc;A;D;TraAsCcAD;
4064;Cocina;A2;1945;;;;12;;;;Tra;As;Cc;A;D;TraAsCcAD;
4065;Cocina;A2;1945;;;;12;;;;Tra;As;Cc;A;D;TraAsCcAD;
4066;Cocina;A2;1945;;;;12;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4067;Cocina;A2;1945;;;;12;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4068;Cocina;A2;1945;;;;12;;;;Tra;S;Cc;A;D;TraSCcAD;
4069;Cocina;A2;1945;;;;12;;;;Tra;As;Cc;A;D;TraAsCcAD;
4070;Cocina;A2;1945;;;;12;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4071;Cocina;A2;1945;;;;12;;;;Tra;As;R;A;D;TraAsRAD;
4072;Cocina;A2;1945;;;;12;;;;Tra;As;Cc;A;D;TraAsCcAD;
4073;Cocina;A2;1945;;;;12;;;;Tra;As;Cc;A;D;TraAsCcAD;
4074;Cocina;A2;1945;;;;12;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4075;Cocina;A2;1945;;;;13;;;;Tra;As;Cc;A;D;TraAsCcAD;
4076;Cocina;A2;1945;;;;13;;;;Tra;As;Cc;A;D;TraAsCcAD;
4077;Cocina;A2;1945;;;;13;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4078;Cocina;A2;1945;;;;13;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4079;Cocina;A2;1945;;;;13;;;;Tra;As;Cc;A;D;TraAsCcAD;
4080;Cocina;A2;1945;;;;13;;;;Tra;As;Cc;A;D;TraAsCcAD;
4081;Cocina;A2;1945;;;;13;;;;Tra;As;Cc;A;D;TraAsCcAD;
4082;Cocina;A2;1945;;;;13;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4083;Cocina;A2;1945;;;;13;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4084;Cocina;A2;1945;;;;13;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4085;Cocina;A2;1945;;;;13;;;;Tra;As;Cc;A;D;TraAsCcAD;
4086;Cocina;A2;1945;;;;13;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4087;Cocina;A2;1945;;;;13;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4088;Cocina;A2;1945;;;;13;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4089;Cocina;A2;1945;;;;13;;;;Tra;As;Cc;A;D;TraAsCcAD;
4090;Cocina;A2;1945;;;;13;;;;Tra;As;Cc;A;D;TraAsCcAD;
4091;Cocina;A2;1945;;;;13;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4092;Cocina;A2;1945;;;;13;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4093;Cocina;A2;1945;;;;13;;;;Tra;As;R;A;D;TraAsRAD;
4094;Cocina;A2;1945;;;;13;;;;Tra;As;Cc;A;D;TraAsCcAD;
4095;Cocina;A2;1945;;;;13;;;;Tra;As;Cc;A;D;TraAsCcAD;
4096;Cocina;A2;1945;;;;13;;;;Tra;As;Cv;A;D;TraAsCvAD;
4097;Cocina;A2;1945;;;;13;;;;Tra;As;Cc;A;D;TraAsCcAD;
4098;Cocina;A2;1945;;;;13;;;;Tra;As;Cc;A;D;TraAsCcAD;
4099;Cocina;A2;1945;;;;13;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4100;Cocina;A2;1945;;;;13;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4101;Cocina;A2;1941;;;;6;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4102;Cocina;A2;1941;;;;6;;;;Tra;As;Cc;A;D;TraAsCcAD;
4103;Cocina;A2;1941;;;;6;;;;Tra;S;R;A;D;TraSRAD;
4104;Cocina;A2;1941;;;;6;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4105;Cocina;A2;1941;;;;6;;;;Tra;As;R;A;D;TraAsRAD;
4106;Cocina;A2;1941;;;;6;;;;Tra;As;Cc;A;D;TraAsCcAD;
4107;Cocina;A2;1941;;;;7;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4108;Cocina;A2;1941;;;;7;;;;Tra;As;Cc;A;D;TraAsCcAD;
4109;Cocina;A2;1941;;;;7;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4110;Cocina;A2;1941;;;;7;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4111;Cocina;A2;1941;;;;7;;;;Tra;As;Cc;A;D;TraAsCcAD;
4112;Cocina;A2;1941;;;;7;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4113;Cocina;A2;1941;;;;7;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4114;Cocina;A2;1941;;;;7;;;;Tra;As;Cv;A;D;TraAsCvAD;
4115;Cocina;A2;1941;;;;7;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4116;Cocina;A2;1941;;;;7;;;;Tra;As;Cc;A;D;TraAsCcAD;
4117;Cocina;A2;1941;;;;7;;;;Tra;As;Cc;A;D;TraAsCcAD;
4118;Cocina;A2;1941;;;;7;;;;Tra;As;Cc;A;D;TraAsCcAD;
4119;Cocina;A2;1941;;;;7;;;;Tra;As;Cc;A;D;TraAsCcAD;
4120;Cocina;A2;1941;;;;7;;;;Tra;As;Cc;A;D;TraAsCcAD;
4121;Cocina;A2;1941;;;;7;;;;Tra;As;Cc;A;D;TraAsCcAD;
4122;Cocina;A2;1941;;;;7;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4123;Cocina;A2;1941;;;;7;;;;Tra;As;Cc;A;D;TraAsCcAD;
4124;Cocina;A2;1941;;;;7;;;;Tra;As;Cc;A;D;TraAsCcAD;
4125;Cocina;A2;1941;;;;8;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4126;Cocina;A2;1941;;;;8;;;;Tra;As;Cv;A;D;TraAsCvAD;
4127;Cocina;A2;1941;;;;8;;;;Tra;As;Cc;A;D;TraAsCcAD;
4128;Cocina;A2;1941;;;;8;;;;Tra;As;Cc;A;D;TraAsCcAD;
4129;Cocina;A2;1941;;;;8;;;;Tra;As;Cv;A;D;TraAsCvAD;
4130;Cocina;A2;1941;;;;8;;;;Tra;As;Cc;A;D;TraAsCcAD;
4131;Cocina;A2;1941;;;;8;;;;Tra;As;Cc;A;D;TraAsCcAD;
4132;Cocina;A2;1941;;;;8;;;;Tra;As;Cc;A;D;TraAsCcAD;
4133;Cocina;A2;1941;;;;8;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4134;Cocina;A2;1941;;;;8;;;;Tra;As;Cc;A;D;TraAsCcAD;
4135;Cocina;A2;1941;;;;8;;;;Tra;As;Cc;A;D;TraAsCcAD;
4136;Cocina;A2;1941;;;;8;;;;Tra;As;Cc;A;D;TraAsCcAD;
4137;Cocina;A2;1941;;;;8;;;;Tra;As;Cc;A;D;TraAsCcAD;
4138;Cocina;A2;1941;;;;8;;;;Tri;As;Cc;A;D;TriAsCcAD;
4139;Cocina;A2;1941;;;;8;;;;Tri;As;Cc;A;D;TriAsCcAD;
4140;Cocina;A2;1941;;;;8;;;;Tra;As;Cv;A;D;TraAsCvAD;
4141;Cocina;A1;1941;;;;9;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4142;Cocina;A1;1941;;;;9;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4143;Cocina;A1;1941;;;;9;;;;Tra;As;Cc;A;D;TraAsCcAD;
4144;Cocina;A1;1941;;;;9;;;;Tra;As;Cc;A;D;TraAsCcAD;
4145;Cocina;A1;1941;;;;9;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4146;Cocina;A1;1941;;;;9;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4147;Cocina;A1;1941;;;;9;;;;Tra;As;Cc;A;D;TraAsCcAD;
4148;Cocina;A1;1941;;;;9;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4149;Cocina;A1;1941;;;;9;;;;Tra;As;Cc;A;D;TraAsCcAD;
4150;Cocina;A1;1941;;;;9;;;;Tra;As;Cc;A;D;TraAsCcAD;
4151;Cocina;A1;1941;;;;9;;;;Tra;As;Cc;A;D;TraAsCcAD;
4152;Cocina;A1;1941;;;;9;;;;Tra;As;Cc;A;D;TraAsCcAD;
4153;Cocina;A1;1941;;;;9;;;;Tra;As;Cc;A;D;TraAsCcAD;
4154;Cocina;A1;1941;;;;9;;;;Tra;As;Cc;A;D;TraAsCcAD;
4155;Cocina;A1;1941;;;;9;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4156;Cocina;A1;1941;;;;9;;;;Tra;As;Cc;A;D;TraAsCcAD;
4157;Cocina;A1;1941;;;;9;;;;Tra;As;Cc;A;D;TraAsCcAD;
4158;Cocina;A1;1941;;;;9;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4159;Cocina;A1;1941;;;;9;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4160;Cocina;A1;1941;;;;9;;;;Tra;As;Cc;A;D;TraAsCcAD;
4161;Cocina;A1;1941;;;;9;;;;Tra;As;Cc;A;D;TraAsCcAD;
4162;Cocina;A1;1941;;;;9;;;;Tra;As;Cc;A;D;TraAsCcAD;
4163;Cocina;A1;1941;;;;9;;;;Tra;As;Cc;A;D;TraAsCcAD;
4164;Cocina;A1;1941;;;;9;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4165;Cocina;A1;1941;;;;10;;;;Tra;As;Cc;A;D;TraAsCcAD;
4166;Cocina;A1;1941;;;;10;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4167;Cocina;A1;1941;;;;10;;;;Tra;As;Cc;A;D;TraAsCcAD;
4168;Cocina;A1;1941;;;;10;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4169;Cocina;A1;1941;;;;10;;;;Tra;As;Cc;A;D;TraAsCcAD;
4170;Cocina;A1;1941;;;;10;;;;Tra;As;Cc;A;D;TraAsCcAD;
4171;Cocina;A1;1941;;;;10;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4172;Cocina;A1;1941;;;;11;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4173;Cocina;A1;1941;;;;11;;;;Tra;As;Cc;A;D;TraAsCcAD;
4174;Cocina;A1;1941;;;;11;;;;Tra;As;Cc;A;D;TraAsCcAD;
4175;Cocina;A1;1941;;;;11;;;;Tra;As;Cc;A;D;TraAsCcAD;
4176;Cocina;A1;1941;;;;11;;;;Tra;As;Cc;A;D;TraAsCcAD;
4177;Cocina;A1;1941;;;;11;;;;Tra;As;Cc;A;D;TraAsCcAD;
4178;Cocina;A1;1941;;;;11;;;;Tra;As;Cc;A;D;TraAsCcAD;
4179;Cocina;A1;1941;;;;11;;;;Tra;As;Cc;A;D;TraAsCcAD;
4180;Cocina;A1;1941;;;;11;;;;Tra;As;Cc;A;D;TraAsCcAD;
4181;Cocina;A1;1941;;;;11;;;;Tra;As;Cc;A;D;TraAsCcAD;
4182;Cocina;A1;1941;;;;11;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4183;Cocina;A1;1941;;;;11;;;;Tra;As;Cc;A;D;TraAsCcAD;
4184;Cocina;A1;1941;;;;11;;;;Tra;As;RCc;A;D;TraAsRCcAD;
4185;Cocina;A1;1941;;;;11;;;;Tra;As;Cv;A;D;TraAsCvAD;
